,trail_id,description,length_elev_type,tags,coords
160,/trail/canada/nova-scotia/cleveland-beach-provincial-park-trail,"Cleveland Beach Provincial Park is a 0.9 mile out and back trail located near Queensland, Nova Scotia, Canada that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching. Dogs are also able to use this trail but must be kept on leash.","['0.9 mi', '32 ft', 'Out & back']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Beach', 'Views', 'Wildlife']","{'latitude': '44.6498', 'longitude': '-63.99999'}"
161,/trail/canada/nova-scotia/gold-mines-and-hemlocks-and-hardwoods,"Gold Mines and Hemlocks and Hardwoods is a 1.8 mile loop trail located near Pleasantfield, Nova Scotia, Canada and is good for all skill levels. The trail is primarily used for hiking and walking and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.","['1.8 mi', '249 ft', 'Loop']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Walking']","{'latitude': '44.36411', 'longitude': '-65.18338'}"
162,/trail/canada/nova-scotia/dynamite-trail,"Dynamite Trail is a 18.7 mile point-to-point trail located near Chester, Nova Scotia, Canada that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, nature trips, and mountain biking.","['18.7 mi', '961 ft', 'Point to point']","['Hiking', 'Mountain biking', 'Nature trips', 'Forest', 'Views']","{'latitude': '44.54724', 'longitude': '-64.24485'}"
163,/trail/canada/nova-scotia/macaskills-lakes-brook-trail,"MacAskills Lakes Brook Trail is a 1.9 mile lightly trafficked out and back trail located near Grand River Falls, Nova Scotia, Canada that features a waterfall and is good for all skill levels. The trail is primarily used for hiking.","['1.9 mi', '183 ft', 'Out & back']","['Hiking', 'Forest', 'Views', 'Waterfall']","{'latitude': '45.7161', 'longitude': '-60.61213'}"
164,/trail/canada/nova-scotia/cloud-lake-and-south-mountain-via-crystal-falls-trail,"Cloud Lake and South Mountain via Crystal Falls Trail  is a 17.8 mile lightly trafficked out and back trail located near South Greenwood, Nova Scotia, Canada that features a lake and is rated as moderate. The trail offers a number of activity options.","['17.8 mi', '2,221 ft', 'Out & back']","['Backpacking', 'Camping', 'Hiking', 'Nature trips', 'Bird watching', 'Running', 'Forest', 'Lake', 'River', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.95065', 'longitude': '-64.88793'}"
165,/trail/canada/nova-scotia/pero-jack-cove-to-seal-cove-via-coastal-trail,"Pero Jack Cove to Seal Cove via Coastal Trail is a 4.4 mile lightly trafficked out and back trail located near Westport, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking and bird watching.","['4.4 mi', '196 ft', 'Out & back']","['Hiking', 'Bird watching', 'Beach', 'Forest', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.26663', 'longitude': '-66.36681'}"
166,/trail/canada/nova-scotia/old-mill-trail--2,"Old Mill Trail is a 0.4 mile lightly trafficked loop trail located near Meadowvale, Nova Scotia, Canada that features a river and is good for all skill levels. The trail is primarily used for walking, running, fishing, and road biking. Dogs are also able to use this trail but must be kept on leash.","['0.4 mi', '36 ft', 'Loop']","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Fishing', 'Road biking', 'Walking', 'Running', 'Forest', 'River', 'Views', 'Wildlife']","{'latitude': '44.96201', 'longitude': '-64.9828'}"
167,/trail/canada/nova-scotia/fall-brook-falls-sheepherders-falls,"Fall Brook Falls (Sheepherders Falls) is a 2 mile lightly trafficked out and back trail located near Lansdowne Station, Nova Scotia, Canada that features a waterfall and is rated as moderate. The trail is primarily used for hiking.","['2.0 mi', '259 ft', 'Out & back']","['Hiking', 'Views', 'Waterfall', 'Muddy']","{'latitude': '45.36104', 'longitude': '-62.85072'}"
168,/trail/canada/nova-scotia/french-basin-trail,"French Basin Trail is a 1.2 mile loop trail located near Annapolis Royal, Nova Scotia, Canada that features a lake and is good for all skill levels. The trail is primarily used for hiking, walking, and bird watching. Dogs are also able to use this trail but must be kept on leash.","['1.2 mi', '59 ft', 'Loop']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Walking', 'Bird watching', 'Lake', 'River', 'Views', 'Wildlife']","{'latitude': '44.74427', 'longitude': '-65.51384'}"
169,/trail/canada/nova-scotia/harvest-moon-trailway-cornwallis-river-segment,"Harvest Moon Trailway: Cornwallis River Segment is a 8 mile moderately trafficked point-to-point trail located near Kentville, Nova Scotia, Canada that features a river and is good for all skill levels. The trail is primarily used for walking, running, bird watching, and road biking.","['8.0 mi', '633 ft', 'Point to point']","['Road biking', 'Walking', 'Bird watching', 'Running', 'Forest', 'River', 'Views']","{'latitude': '45.07277', 'longitude': '-64.47756'}"
170,/trail/canada/nova-scotia/miller-point-peace-park-loop,"Miller Point Peace Park Loop is a 1.6 mile moderately trafficked loop trail located near Dayspring, Nova Scotia, Canada that features a river and is good for all skill levels. The trail is primarily used for hiking, walking, and running. Dogs are also able to use this trail but must be kept on leash.","['1.6 mi', '118 ft', 'Loop']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Walking', 'Running', 'Forest', 'River', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.37101', 'longitude': '-64.48655'}"
171,/trail/canada/nova-scotia/blueberry-run-trail,"Blueberry Run Trail is a 5.8 mile point-to-point trail located near East Chezzetcook, Nova Scotia, Canada that features a lake and is good for all skill levels. The trail offers a number of activity options.","['5.8 mi', '390 ft', 'Point to point']","['Hiking', 'Mountain biking', 'Walking', 'Bird watching', 'Running', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.74512', 'longitude': '-63.23503'}"
172,/trail/canada/nova-scotia/smelt-brook-trail,"Smelt Brook Trail is a 4.3 mile moderately trafficked out and back trail located near Trenton, Nova Scotia, Canada that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['4.3 mi', '505 ft', 'Out & back']","['Dogs on leash', 'Kid friendly', 'Cross-country skiing', 'Hiking', 'Nature trips', 'Snowshoeing', 'Running', 'Forest', 'Partially paved', 'River', 'Views', 'Wildflowers', 'Wildlife', 'City walk']","{'latitude': '45.60634', 'longitude': '-62.63822'}"
173,/trail/canada/nova-scotia/flat-lake,"Flat Lake is a 2.9 mile out and back trail located near Hammonds Plains, Nova Scotia, Canada that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking. Dogs are also able to use this trail but must be kept on leash.","['2.9 mi', '308 ft', 'Out & back']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Forest', 'Lake']","{'latitude': '44.73328', 'longitude': '-63.7863'}"
174,/trail/canada/nova-scotia/pennant-river,"Pennant River is a 1.3 mile out and back trail located near Williamswood, Nova Scotia, Canada that features a river and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips.","['1.3 mi', '190 ft', 'Out & back']","['Hiking', 'Nature trips', 'Walking', 'River', 'Views']","{'latitude': '44.5193', 'longitude': '-63.64184'}"
175,/trail/canada/nova-scotia/tom-tigney-trail,"Tom Tigney Trail is a 2.8 mile lightly trafficked out and back trail located near Sable River, Nova Scotia, Canada that features a river and is good for all skill levels. The trail is primarily used for hiking, walking, and running.","['2.8 mi', '118 ft', 'Out & back']","['Kid friendly', 'Hiking', 'Walking', 'Running', 'Rails trails', 'River', 'Views', 'Wildlife']","{'latitude': '43.84134', 'longitude': '-65.05205'}"
176,/trail/canada/nova-scotia/nevada-valley-beaver-dam-trail,"Nevada Valley Beaver Dam Trail is a 2.5 mile moderately trafficked out and back trail located near Nevada Valley, Nova Scotia, Canada that features a river and is good for all skill levels. The trail is primarily used for hiking and nature trips and is best used from May until October. Dogs are also able to use this trail.","['2.5 mi', '501 ft', 'Out & back']","['Hiking', 'Nature trips', 'Dog friendly', 'Forest', 'River', 'Views']","{'latitude': '46.05011', 'longitude': '-61.23377'}"
177,/trail/canada/nova-scotia/cape-breton-highlands-cheticamp-to-ingonish,"Cape Breton Highlands: Cheticamp to Ingonish is a 25.3 mile point-to-point trail located near Red River, Nova Scotia, Canada that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options.","['25.3 mi', '2,857 ft', 'Point to point']","['Backpacking', 'Camping', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '46.74744', 'longitude': '-60.82174'}"
178,/trail/canada/nova-scotia/dewolf-park-and-greenway,"DeWolf Park and Greenway is a 0.9 mile moderately trafficked point-to-point trail located near Bedford, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['0.9 mi', '39 ft', 'Point to point']","['Dogs on leash', 'Kid friendly', 'Cross-country skiing', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bike touring', 'Running', 'Partially paved', 'Rails trails', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.72184', 'longitude': '-63.67027'}"
179,/trail/canada/nova-scotia/peace-trail,"Peace Trail is a 4.7 mile lightly trafficked loop trail located near Pugwash Junction, Nova Scotia, Canada that features a lake and is rated as moderate. The trail is primarily used for hiking, nature trips, and bird watching.","['4.7 mi', '305 ft', 'Loop']","['Hiking', 'Nature trips', 'Bird watching', 'Lake', 'River', 'Views', 'Wildlife']","{'latitude': '45.78824', 'longitude': '-63.66018'}"
180,/trail/canada/nova-scotia/gairloch-brook-falls,"Gairloch Brook Falls is a 0.6 mile lightly trafficked out and back trail located near New Gairloch, Nova Scotia, Canada that features a waterfall and is good for all skill levels. The trail is primarily used for hiking.","['0.6 mi', '134 ft', 'Out & back']","['Hiking', 'Forest', 'River', 'Waterfall', 'Wildflowers']","{'latitude': '45.47851', 'longitude': '-62.81755'}"
181,/trail/canada/nova-scotia/trenton-park-short-loop,"Trenton Park Short Loop is a 1.6 mile lightly trafficked loop trail located near Trenton, Nova Scotia, Canada that features a river and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['1.6 mi', '141 ft', 'Loop']","['Dogs on leash', 'Kid friendly', 'Cross-country skiing', 'Hiking', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Running', 'Forest', 'River', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '45.61764', 'longitude': '-62.61428'}"
182,/trail/canada/nova-scotia/hail-pond-loop,"Hail Pond Loop is a 0.7 mile lightly trafficked loop trail located near Halifax, Nova Scotia, Canada that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for walking and running. Dogs are also able to use this trail but must be kept on leash.","['0.7 mi', '45 ft', 'Loop']","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Walking', 'Running', 'Views', 'Wildlife', 'City walk']","{'latitude': '44.63524', 'longitude': '-63.63657'}"
183,/trail/canada/nova-scotia/fort-edward-loop,"Fort Edward Loop is a 0.8 mile lightly trafficked loop trail located near Windsor, Nova Scotia, Canada that offers scenic views and is good for all skill levels. The trail is primarily used for walking.","['0.8 mi', '55 ft', 'Loop']","['Walking', 'Views', 'Historic site']","{'latitude': '44.99577', 'longitude': '-64.13518'}"
184,/trail/canada/nova-scotia/ben-eoin-trail--2,"Ben Eoin Trail is a 1.1 mile moderately trafficked out and back trail located near Ben Eoin, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, running, nature trips, and snowshoeing and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['1.1 mi', '403 ft', 'Out & back']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Snowshoeing', 'Running', 'Forest', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '45.96116', 'longitude': '-60.4591'}"
185,/trail/canada/nova-scotia/susies-lake-paddle,"Susies Lake Paddle is a 4.1 mile loop trail located near Halifax, Nova Scotia, Canada that features a lake and is rated as moderate. The trail is primarily used for bird watching.","['4.1 mi', '308 ft', 'Loop']","['Paddle sports', 'Bird watching', 'Lake', 'Views', 'Wildlife']","{'latitude': '44.66011', 'longitude': '-63.68747'}"
186,/trail/canada/nova-scotia/durham-hill-trail--2,"Durham Hill Trail is a 4.2 mile lightly trafficked out and back trail located near Rogers Hill, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking.","['4.2 mi', '547 ft', 'Out & back']","['Hiking', 'Forest', 'Wildflowers', 'Wildlife']","{'latitude': '45.63639', 'longitude': '-62.83459'}"
187,/trail/canada/nova-scotia/wood-road-loop,"Wood Road Loop is a 2.9 mile moderately trafficked loop trail located near Enfield, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking.","['2.9 mi', '334 ft', 'Loop']","['Hiking', 'Forest', 'Wildflowers', 'Wildlife']","{'latitude': '44.91505', 'longitude': '-63.54015'}"
188,/trail/canada/nova-scotia/otter-lake-trail,"Otter Lake Trail is a 4.2 mile moderately trafficked out and back trail located near Otter Lake, Nova Scotia, Canada that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['4.2 mi', '298 ft', 'Out & back']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Running', 'Forest', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.63024', 'longitude': '-63.70732'}"
189,/trail/canada/nova-scotia/lantz-falls,"Lantz Falls is a 0.5 mile lightly trafficked out and back trail located near Oakhill, Nova Scotia, Canada that features a waterfall and is good for all skill levels. The trail is primarily used for walking.","['0.5 mi', '98 ft', 'Out & back']","['Kid friendly', 'Walking', 'Forest', 'River', 'Views', 'Waterfall']","{'latitude': '44.60086', 'longitude': '-64.67232'}"
190,/trail/canada/nova-scotia/roxbury-falls,"Roxbury Falls is a 0.5 mile lightly trafficked out and back trail located near Paradise, Nova Scotia, Canada that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['0.5 mi', '29 ft', 'Out & back']","['Dogs on leash', 'Fishing', 'Hiking', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","{'latitude': '44.85365', 'longitude': '-65.18796'}"
191,/trail/canada/nova-scotia/partridge-island-shoreline,"Partridge Island Shoreline Trail is a 1.1 mile moderately trafficked out and back trail located near Parrsboro, Nova Scotia, Canada that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, and bird watching.","['1.1 mi', '16 ft', 'Out & back']","['Hiking', 'Walking', 'Bird watching', 'Views', 'No shade']","{'latitude': '45.37465', 'longitude': '-64.32907'}"
192,/trail/canada/nova-scotia/kiwanis-pond,"Kiwanis Pond Loop is a 0.4 mile moderately trafficked loop trail located near Truro, Nova Scotia, Canada that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until September.","['0.4 mi', '6 ft', 'Loop']","['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Views']","{'latitude': '45.36927', 'longitude': '-63.29875'}"
193,/trail/canada/nova-scotia/flat-lake-connector-to-purcell-s-pond,"Flat Lake Connector to Purcell's Pond is a 1.7 mile loop trail located near Halifax, Nova Scotia, Canada that features a lake and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips.","['1.7 mi', '193 ft', 'Loop']","['Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Forest', 'Lake', 'River', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.6087', 'longitude': '-63.56857'}"
194,/trail/canada/nova-scotia/green-hill-trail,"Green Hill Trail is a 0.8 mile out and back trail located near Westville, Nova Scotia, Canada that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, nature trips, and bird watching.","['0.8 mi', '36 ft', 'Out & back']","['Kid friendly', 'Hiking', 'Nature trips', 'Bird watching', 'Forest', 'Views']","{'latitude': '45.58225', 'longitude': '-62.79144'}"
195,/trail/canada/nova-scotia/miller-lake-falls,"Miller Lake Falls is a 0.3 mile lightly trafficked out and back trail located near Fall River, Nova Scotia, Canada that features a waterfall and is good for all skill levels. The trail is primarily used for hiking and walking.","['0.3 mi', '13 ft', 'Out & back']","['Hiking', 'Walking', 'Forest', 'Views', 'Waterfall', 'Wildlife']","{'latitude': '44.82621', 'longitude': '-63.58452'}"
196,/trail/canada/nova-scotia/marriots-cove-to-labrador-lake-via-chester-connection-trail,"Marriots Cove to Labrador Lake via Chester Connection Trail is a 17.4 mile out and back trail located near Marriotts Cove, Nova Scotia, Canada that features a lake and is rated as moderate. The trail is primarily used for hiking, nature trips, and mountain biking.","['17.4 mi', '1,154 ft', 'Out & back']","['Hiking', 'Mountain biking', 'Nature trips', 'Lake', 'Views']","{'latitude': '44.55686', 'longitude': '-64.27333'}"
197,/trail/canada/nova-scotia/east-of-awesome,"East of Awesome via Summit Loop is a 1.1 mile moderately trafficked loop trail located near Beaver Meadow, Nova Scotia, Canada that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['1.1 mi', '118 ft', 'Loop']","['Dogs on leash', 'Kid friendly', 'Cross-country skiing', 'Hiking', 'Mountain biking', 'Snowshoeing', 'Walking', 'Running', 'Forest', 'Wildflowers', 'Wildlife']","{'latitude': '45.54681', 'longitude': '-62.11429'}"
198,/trail/canada/nova-scotia/upper-hart-lake-brook-falls,"Upper Hart Lake Brook Falls is a 0.4 mile lightly trafficked loop trail located near Hart Lake, Nova Scotia, Canada that features a lake and is good for all skill levels. The trail is primarily used for hiking and nature trips and is best used from April until October.","['0.4 mi', '42 ft', 'Loop']","['Hiking', 'Nature trips', 'Lake', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs']","{'latitude': '45.57728', 'longitude': '-63.52163'}"
199,/trail/canada/nova-scotia/beach-meadows-45a02f2e-c2a6-4d45-b30a-792a44060fd5,"Beach Meadows is a 1.7 mile loop trail located near Beach Meadows, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking and nature trips.","['1.7 mi', '62 ft', 'Loop']","['Hiking', 'Nature trips', 'Beach', 'Views', 'Wildflowers']","{'latitude': '44.06035', 'longitude': '-64.63723'}"
200,/trail/canada/nova-scotia/chicken-cougar,"Chicken Cougar is a 1.6 mile moderately trafficked out and back trail located near Beaver Meadow, Nova Scotia, Canada that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['1.6 mi', '446 ft', 'Out & back']","['Dogs on leash', 'Hiking', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Walking', 'Forest', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '45.54669', 'longitude': '-62.11436'}"
201,/trail/canada/nova-scotia/black-brook-falls,"Black Brook Falls is a 0.3 mile lightly trafficked out and back trail located near Willowdale, Nova Scotia, Canada that features a waterfall and is rated as moderate. The trail is primarily used for hiking and walking.","['0.3 mi', '55 ft', 'Out & back']","['Kid friendly', 'Hiking', 'Walking', 'Forest', 'Views', 'Waterfall', 'Wildlife']","{'latitude': '45.41839', 'longitude': '-62.18275'}"
202,/trail/canada/nova-scotia/jimmy-s-pond-loop,"Jimmy's Pond Loop is a 4.3 mile lightly trafficked loop trail located near Herring Cove, Nova Scotia, Canada that features a lake and is rated as moderate. The trail is primarily used for hiking.","['4.3 mi', '370 ft', 'Loop']","['Hiking', 'Forest', 'Lake', 'Wildlife', 'Muddy']","{'latitude': '44.56873', 'longitude': '-63.57257'}"
203,/trail/canada/nova-scotia/missing-link-trail,"Missing Link Trail is a 20.7 mile moderately trafficked point-to-point trail located near Digby, Nova Scotia, Canada that offers scenic views and is rated as moderate. The trail offers a number of activity options and is accessible year-round.","['20.7 mi', '905 ft', 'Point to point']","['Backpacking', 'Camping', 'Cross-country skiing', 'Hiking', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bike touring', 'Bird watching', 'Running', 'Partially paved', 'Rails trails', 'Views']","{'latitude': '44.62485', 'longitude': '-65.77016'}"
204,/trail/canada/nova-scotia/round-lake-trail,"Round Lake Trail is a 0.4 mile lightly trafficked out and back trail located near Lewis Lake, Nova Scotia, Canada that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['0.4 mi', '9 ft', 'Out & back']","['Dogs on leash', 'Kid friendly', 'Fishing', 'Hiking', 'Nature trips', 'Snowshoeing', 'Running', 'Beach', 'Forest', 'Lake', 'Partially paved', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '44.69067', 'longitude': '-63.84471'}"
205,/trail/canada/nova-scotia/goose-lake-trail,"Goose Lake OHV Trail is a 0.3 mile lightly trafficked out and back trail located near East Chezzetcook, Nova Scotia, Canada that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round.","['0.3 mi', '29 ft', 'Out & back']","['Hiking', 'Nature trips', 'OHV/Off-road driving', 'Walking', 'Bird watching', 'Forest', 'Lake', 'Views', 'Wildlife', 'Bugs', 'Rocky']","{'latitude': '44.72375', 'longitude': '-63.21137'}"
206,/trail/canada/nova-scotia/lockhart-ryan-park-loop,"Lockhart & Ryan Park Loop is a 0.7 mile lightly trafficked loop trail located near New Minas, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, running, nature trips, and snowshoeing and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.","['0.7 mi', '124 ft', 'Loop']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Snowshoeing', 'Running', 'Forest', 'Views', 'Wildflowers', 'Wildlife']","{'latitude': '45.07527', 'longitude': '-64.43525'}"
207,/trail/canada/nova-scotia/spider-lake-trail,"Spider Lake Trail is a 1.5 mile out and back trail located near Waverley, Nova Scotia, Canada that features a lake and is good for all skill levels. The trail is primarily used for hiking, running, nature trips, and bird watching. Dogs are also able to use this trail but must be kept on leash.","['1.5 mi', '137 ft', 'Out & back']","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Bird watching', 'Running', 'Forest', 'Lake', 'Wildflowers', 'Wildlife']","{'latitude': '44.74259', 'longitude': '-63.54627'}"
208,/trail/canada/nova-scotia/sentier-de-clare-trail,"Sentier de Clare Trail is a 43.3 mile moderately trafficked point-to-point trail located near Weymouth, Nova Scotia, Canada that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['43.3 mi', '1,181 ft', 'Point to point']","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Backpacking', 'Camping', 'Cross-country skiing', 'Hiking', 'Horseback riding', 'OHV/Off-road driving', 'Snowshoeing', 'Walking', 'Running', 'Forest', 'Partially paved', 'Rails trails', 'Wildflowers', 'City walk']","{'latitude': '44.40574', 'longitude': '-66.01174'}"
209,/trail/canada/nova-scotia/lewis-mountain,"Lewis Mountain Trail is a 15.5 mile moderately trafficked out and back trail located near Little Narrows, Nova Scotia, Canada that offers scenic views and is rated as difficult. The trail is primarily used for hiking, nature trips, and bird watching and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.","['15.5 mi', '1,938 ft', 'Out & back']","['Dogs on leash', 'Hiking', 'Nature trips', 'Bird watching', 'Views']","{'latitude': '45.99256', 'longitude': '-61.00688'}"
210,/trail/canada/nova-scotia/harvest-moon-trailway-waterville-segment,"Harvest Moon Trailway: Waterville Segment is a 4.3 mile moderately trafficked point-to-point trail located near Cambridge, Nova Scotia, Canada and is good for all skill levels. The trail is primarily used for walking, running, and road biking.","['4.3 mi', '360 ft', 'Point to point']","['Road biking', 'Walking', 'Running']","{'latitude': '45.06324', 'longitude': '-64.63212'}"
211,/trail/canada/nova-scotia/neily-brook-falls,"Neily Brook Falls is a 2.1 mile lightly trafficked loop trail located near Port George, Nova Scotia, Canada that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from April until December.","['2.1 mi', '305 ft', 'Loop']","['Hiking', 'Mountain biking', 'Snowshoeing', 'Bird watching', 'Forest', 'River', 'Views', 'Waterfall', 'Wildlife']","{'latitude': '44.99979', 'longitude': '-65.1383'}"
212,/trail/canada/nova-scotia/pubnico-point-trail,"Pubnico Point Trail is a 2.3 mile lightly trafficked out and back trail located near Lower West Pubnico, Nova Scotia, Canada that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking.","['2.3 mi', '82 ft', 'Out & back']","['Hiking', 'Beach', 'Views', 'Wildflowers']","{'latitude': '43.59541', 'longitude': '-65.79887'}"
213,/trail/canada/nova-scotia/bull-hill-road,"Bull Hill Road is a 2.8 mile lightly trafficked out and back trail located near Larrys River, Nova Scotia, Canada that offers scenic views and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Horses are also able to use this trail.","['2.8 mi', '351 ft', 'Out & back']","['Cross-country skiing', 'Hiking', 'Horseback riding', 'Mountain biking', 'Bird watching', 'Views']","{'latitude': '45.18522', 'longitude': '-61.41396'}"
214,/trail/canada/nova-scotia/old-halifax-big-hubley-lake-and-dog-road,"Old Halifax, Big Hubley Lake and Dog Road is a 9.1 mile lightly trafficked out and back trail located near Glen Haven, Nova Scotia, Canada that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.","['9.1 mi', '479 ft', 'Out & back']","['Hiking', 'Mountain biking', 'Nature trips', 'Bird watching', 'Running', 'Dog friendly', 'Forest', 'Lake', 'Views', 'Wildlife']","{'latitude': '44.63164', 'longitude': '-63.88579'}"
215,/trail/canada/nova-scotia/ovens-natural-park-trail,"Ovens Natural Park Trail is a 2.8 mile moderately trafficked out and back trail located near Riverport, Nova Scotia, Canada that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips and is best used from May until October.","['2.8 mi', '239 ft', 'Out & back']","['Hiking', 'Nature trips', 'Walking', 'Forest', 'Views', 'Wildlife']","{'latitude': '44.27724', 'longitude': '-64.3289'}"
216,/trail/canada/nova-scotia/amherst-shore-loop,"Amherst Shore Loop is a 3.9 mile lightly trafficked loop trail located near Amherst Shore, Nova Scotia, Canada that features a river and is good for all skill levels. The trail is primarily used for hiking and camping.","['3.9 mi', '259 ft', 'Loop']","['Camping', 'Hiking', 'Forest', 'River', 'Wildlife']","{'latitude': '45.95858', 'longitude': '-63.88225'}"
217,/trail/canada/nova-scotia/summerville-rail-trail,"Summerville Rail Trail is a 8.2 mile lightly trafficked point-to-point trail located near Liverpool, Nova Scotia, Canada that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","['8.2 mi', '255 ft', 'Point to point']","['Dogs on leash', 'Cross-country skiing', 'Hiking', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Bird watching', 'Forest', 'Partially paved', 'Rails trails', 'River', 'Views', 'Wildflowers', 'Wildlife', 'City walk', 'Historic site']","{'latitude': '44.02443', 'longitude': '-64.72113'}"
218,/trail/canada/nova-scotia/annapolis-river-middleton-to-lawrencetown,"Annapolis River: Middleton to Lawrencetown is a 8 mile lightly trafficked point-to-point trail located near Middleton, Nova Scotia, Canada that features a river. The trail is good for all skill levels and is best used from April until October.","['8.0 mi', '564 ft', 'Point to point']","['Paddle sports', 'River', 'Views', 'Wildlife']","{'latitude': '44.93729', 'longitude': '-65.06706'}"
